Wavelength,Cluster 1,Cluster 2,Cluster 3,Cluster 4
0.0,254.99999999996558,198.61023473524762,119.24753576590214,251.59108410637484
1.0,254.99999999996558,97.51270166324885,158.93733089686077,218.7085726176065
2.0,254.99999999996558,70.67259951368106,142.78192904067168,153.59158042891107
