Wavelength,Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5
0.0,2091.96,1512.9,746.87,335.14,88.2
1.0,962.19,1414.68,2712.9,1308.46,172.38
2.0,2641.57,2937.11,3082.51,1459.44,181.61
